pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,thumb_center_distance,index_center_distance,middle_center_distance,ring_center_distance,pinky_center_distance,label
1.0,0.0,75.76574623313141,30.973315760355316,26.325721095138043,7.09064302574924,45.127664949544915,85.70013537215009,60.41670216657351,76.69085404609781,60.892154223514076,78.5752551427878,26.18886470625658,38.74645756295104,13.513776065846395,2.329589106901678,0.5497529679561288,0.9446902077960327,0.5706440526309364,0.48164569770358123,0.4472949593648571,d
1.0,0.0,80.35937746485537,31.305990171768375,29.417362180206887,11.28574793491778,18.25339382226923,43.3084658247765,54.9786313045196,78.9522971761012,52.59588347226982,82.04099717283589,27.089373506361667,19.367534089641335,35.922986179960105,4.494289525757029,0.5459942386303339,0.940984231862185,0.8211818155564052,0.47999614130517654,0.4452749850373373,d
1.0,0.0,79.53064481227433,32.21989761033139,28.116199635704458,5.582317462444676,58.03061143239028,79.60895860747951,57.35703745893297,81.47976972326832,56.998697997381434,80.26893772710245,23.504908970593185,50.2164420703351,3.448924796048757,1.6363784015143379,0.5321837004142391,0.9406225592723078,0.5180073593947362,0.4912348210932207,0.4908073502702764,d
1.0,0.0,76.78550615493579,30.262850979156593,24.39622501165181,7.895315022275642,54.699338886532935,73.55444394509044,55.14341721039326,78.599989430535,55.73133631596729,78.30420787332109,27.148628413881127,49.960185990404995,3.3459975935588635,0.9736641711434474,0.5376980857972883,0.9432475357828681,0.52635115883018,0.4851156462028801,0.47570435444174686,d
1.0,0.0,70.96640532226361,31.448698699890382,21.056000124334634,8.851717073657792,53.8315785360328,69.40772651920605,57.71674592236206,75.29012812018142,51.67779459988329,73.51109795795487,29.625513199709346,50.10176692426206,3.704243758486478,8.277045092574705,0.551148138249398,0.9560634336563849,0.5916585188700437,0.5003023306266394,0.4746907835883099,d
1.0,0.0,73.54842339002768,32.371271519040846,24.205156432408934,7.023977550618682,56.427989884451925,74.13085850735762,57.39785649746808,75.78864409439471,57.02471311338786,76.92038052545892,28.263863472328904,51.07287003239053,2.6666998067594956,1.9560418124845227,0.5559038692036942,0.9569733203580224,0.5679847922777841,0.5025456258810275,0.47263637254412383,d
1.0,0.0,73.15362245135412,32.16800354642048,22.756412918108005,7.058229263361053,52.74499820253322,72.52285337445923,57.03124262397445,75.79457947750976,56.08640244299024,76.56412533468983,29.27293994868008,48.46923594720451,4.060957383186222,2.688308831970664,0.555418568201646,0.9564643311515707,0.564817747868651,0.5008696080504299,0.469678721252865,d
1.0,0.0,77.26462318816345,31.62406597042684,24.428085672464388,6.680621757149425,54.89184910337122,73.12687835657492,55.28176053323863,77.02897887928914,55.68737476305943,77.00995827290441,24.97530584999944,47.74478193937218,3.0061066940735666,1.012912098035062,0.5526377585319665,0.9557569777590326,0.5599516574116982,0.49980232074599246,0.4680440349313867,d
1.0,0.0,73.15898127633336,31.989204719055405,23.173412562083666,7.57051730996147,55.99540693530927,72.4727857257759,56.05117182755965,76.3009939267376,55.24086667180568,76.59961196568743,28.56001145096771,51.12019710213928,3.462101077488616,2.3510340819246256,0.5525114032614962,0.9552747932426587,0.5576676119643671,0.49893760638401746,0.4666424851641236,d
1.0,0.0,74.39199063955165,30.74379837024063,23.19529269198413,7.49717457336049,49.07449807745939,66.5335083162585,53.180320086084,72.44136905978594,49.85003858769605,72.98251646341826,27.13652094376885,43.5394313861323,4.668160416537894,5.418854206818469,0.555121682836714,0.9557325522267693,0.5824552271038729,0.5064665113719536,0.4788400394897301,d
1.0,0.0,71.80439595901335,37.617464775093566,25.995426881965884,6.800842737413466,61.24640953707807,80.32142090265377,59.66242326938594,81.16978225166893,55.98374235176973,77.25280908729509,30.087794620000093,55.574571684768046,4.343458317126652,5.05364493151273,0.5398027417031833,0.9508448922040154,0.5090975682993071,0.4789371817120685,0.4743031446973718,d
1.0,0.0,78.79776639407089,31.70716411260289,26.403371306262148,7.35612151601994,50.31075694458925,87.87107440362486,53.00204920093494,81.24588610242716,51.5844423173103,78.38880264187034,24.21632013012286,43.863216674093145,4.487320204729016,3.2074811263533256,0.534145971517326,0.9487053742786313,0.5131466800992206,0.4762993289700141,0.4677632478276983,d
1.0,0.0,80.5381781234729,32.366409026176285,28.031190342950545,7.753105273846189,55.976361713099905,80.2696175552118,55.938268456629515,79.42905467329162,55.07772026143025,79.58788815898107,20.739361049474898,45.95874665958947,2.39215101551835,2.2888503659094015,0.5310131364392282,0.9456067735835112,0.5050631944439604,0.4765732435466656,0.4661690414019552,d
1.0,0.0,77.14067280180284,31.566532853135097,26.570663865241794,7.676583355799326,48.87047418288633,77.48423626475937,49.84025104299478,80.11376288591973,48.31804228789465,76.1891666205936,26.78553171466659,44.28719649721319,3.977067929936356,3.55632574381506,0.5283381931697624,0.944558805835379,0.5200348184825643,0.4791646190191949,0.4712373516424828,d
1.0,0.0,79.53765871611903,32.05761166670135,28.696355988562104,7.57738773526089,51.515188220059855,84.08460120147609,54.510058844230315,80.78656091175773,52.84246988695168,79.53724307205236,23.179436967978972,44.31893984668933,3.8690610451548944,3.0746938513187128,0.5267115517798884,0.9434263844085122,0.5191223783661155,0.47678575002022705,0.47061002745931485,d
0.547773,1.0,70.40110440927997,27.901543586072197,28.60072278521719,75.91007421485058,16.812234885977272,76.45821803318934,12.834204506664078,67.65183668615624,13.21297770170745,63.596233876305135,38.76646016151151,1.9043131883001505,3.873172226622629,6.267744895995117,0.4944595466447115,0.6480381259215144,0.6552118560560112,0.6647163938946057,0.6565437567146014,e
0.506379,1.0,70.4789356707979,26.767071322501664,28.771380172496272,75.89335703098273,16.804391875168754,76.0480540282044,12.989405645548711,66.95070251817322,13.652952905405686,62.651760391589036,39.101165818690944,2.3017717390474424,3.902005907396087,6.049598691891624,0.48761855526476633,0.6443186583966101,0.6557184137461223,0.6673541912218998,0.662129256818959,e
0.674397,1.0,70.11665501972267,36.337763952229956,30.564364260512313,74.93771130543901,18.506601935308044,74.97314954124785,14.385492877552771,67.56958528308914,15.490080861722284,61.58034989083837,40.0804599769143,1.5224984877840302,1.8367629272090915,5.61884993174281,0.436000557372595,0.6471806295251232,0.6537903095801018,0.6663092452200856,0.663717980721197,e
0.895198,1.0,69.4110212801812,43.72265468046269,36.14863897321023,73.21869136441073,26.30915609395088,73.43761886648599,21.06939763029876,69.90116032771652,19.10029324752314,65.05326403930927,40.367665104105576,2.798477733341976,4.981578879326133,6.230985139228049,0.4101214078694351,0.6319534910162258,0.6360480670409588,0.6467934298367143,0.648083288634864,e
0.702876,1.0,69.06823389862566,40.34185081738332,37.575255722000605,71.81870872134515,26.33154337799561,70.90078897769769,23.03118133489539,67.31174053696726,21.604974776428534,62.65543289680001,46.933628603531595,4.126573630068434,3.307289102767124,5.120293427359576,0.41814692516339413,0.6385700362800981,0.6514956663736704,0.656415122456415,0.6543034756535414,e
0.907294,1.0,69.05061162903108,42.967569733657335,36.83016769649034,69.38476468621923,26.57509584154744,70.48690138973225,22.34935892597138,67.09256360634852,19.82479330088837,63.01336752310149,37.29875867832134,3.16086470802282,3.9547966801329517,6.348332033554115,0.4180017606210537,0.6499408224326797,0.6593400250942998,0.6571639144422169,0.6502797762274074,e
0.978653,1.0,67.47841516065971,42.639067711492594,36.674285364579035,72.64950743257597,27.76126586613253,71.812738923268,21.595954124834925,67.77737263683198,19.69887942195479,63.001633933454826,37.481472834255655,3.284560610384006,5.473166920820921,6.672296049759565,0.4213759451240689,0.6354152992591872,0.6458276824529385,0.6489941688722634,0.6466537325982096,e
0.912808,1.0,68.97991522026678,44.34718843968469,39.15458140357206,70.7413259737667,28.776287574422373,70.76529260569401,22.002309301176833,66.58734343728123,20.10044067447614,62.06255416549973,41.525911432736216,4.647189951737001,6.106730091192018,6.564843014750818,0.41430911565927037,0.6310066120107978,0.6440907049367077,0.6493708410105974,0.6463561646751301,e
0.945314,1.0,69.6359359919773,44.166011848601734,35.96821719840762,73.88322160397075,25.591956876671006,73.70894729635498,19.435794713764952,69.90647579125395,18.158219317617167,64.79138990341625,36.78630320818367,3.1148149343107527,5.405515553489429,6.127752678547014,0.4053062616839326,0.6265331930104425,0.6395927082213032,0.6465175154779933,0.644737806636797,e
0.861533,1.0,69.10081834870098,44.69011254006855,34.91595509232125,73.64599240954774,23.157959258354992,74.62740238375154,17.22373440711758,71.48712843181814,16.753360066801207,66.16228454659274,40.32956965655071,3.949209374718775,4.632704186618481,5.739345023070081,0.3994571889793129,0.6253098150287508,0.6372480388456655,0.6444090519921031,0.6438898893058446,e
0.882245,1.0,68.78607370964949,44.69057094775416,32.68432154429809,75.0962044508821,21.152833914130035,76.5582087154139,15.065699555615428,72.97662030208947,14.351294819484968,67.96719124605549,36.80340583949929,3.0281847236677857,4.536084476550635,6.395839471284665,0.39613831681031053,0.624525322360414,0.6321758672188889,0.6380473155394951,0.6401518710271097,e
0.866625,1.0,68.99154861545628,44.69105450494122,39.614765848571714,73.74218806239573,26.861979191117715,73.32795903705414,20.497780836999777,68.11883931724739,19.588926495122948,63.72499744591989,46.328455836218474,7.922916107002613,6.448502689299381,6.587764885624569,0.402781600766584,0.6152141410709405,0.6313429623081852,0.6381713266019101,0.6375811749464594,e
1.0,1.0,68.51287023321805,43.1127686729417,38.2080052286939,76.6167237861473,29.468618890643825,74.90160755993678,21.715169145229815,69.76741177785321,19.61556061404126,64.48028828601431,32.39907726000888,4.821466921279363,8.06858520058253,7.199634325411444,0.42047164654836133,0.6038245360829666,0.6221197906090319,0.6360377370158493,0.6370041446184681,e
0.441384,1.0,70.58417055703295,27.116255933883583,28.926149459659936,74.72874624443004,17.830928497105447,73.62825625369088,16.392424387633806,64.21599220211328,17.355125278767687,60.74166183421241,40.46618676044175,1.0863512796926231,4.419610844449854,4.790849937228773,0.48163250657232676,0.6222846521808348,0.634551887983583,0.6480619368171299,0.6445144381614266,e
0.87938,1.0,69.535319628976,44.69066339552136,38.82222390777348,72.45911950891383,26.64098808441679,73.13121018659965,21.069926404516647,67.93345875165969,19.57309072114555,64.03854883550706,43.88236703360295,6.735498296906004,5.359882477532265,6.605636507819005,0.4023212803443713,0.6270468699438679,0.6416313044804287,0.6512122163465053,0.6441027838959624,e
0.891934,1.0,69.5968297867469,44.690956211592,36.240045342028026,73.45892411409622,24.204170673034366,74.61697194641087,18.32296602128891,70.54566852588827,17.945032421228817,65.94500415633173,41.19527868895874,5.818661757341693,4.775003561576169,5.6637764694643495,0.39777488441512604,0.6188528505485078,0.6304241920907262,0.6426729455794312,0.6399831247848017,e
0.725212,1.0,69.89320377496107,43.965056761925325,38.104268915251495,67.74298882008505,27.4309862114746,69.06285931337507,23.008392524430153,65.52951966315075,23.048948049059607,61.07893371161483,46.27638695435863,4.486469710833619,3.5651933907222633,4.56542264518252,0.408809384062376,0.6339390104898276,0.6466519417581271,0.6527554248831005,0.6459144061157334,e
0.673638,1.0,67.40436225406792,39.54281043412965,34.74230003332616,70.66704967446043,24.619372216473884,70.16271002361269,19.124169574432134,66.02060541665628,17.910133343412934,61.038900574567656,45.66738348147347,2.486112496114839,3.8901264508350435,6.896899119960578,0.4310093620783305,0.6394329839177332,0.6532552920123849,0.6580146453224175,0.6515929302797819,e
0.531649,1.0,69.18777762015871,39.95383845043854,37.10911499842275,73.06349815274811,27.871941725586098,70.57384774984847,23.362596074987806,66.63417805158828,22.39396063235347,61.55945280715201,51.655019828370804,2.6920230680562676,3.775757301245522,5.440918910367295,0.451723846274411,0.6288721769015871,0.6455651650209373,0.6541870736010466,0.6483634123378225,e
0.841953,1.0,69.61788519721881,40.6034736048158,36.631130864318415,71.70134920531564,26.84761422752952,71.38344343709412,21.667324110882976,66.52569564284285,21.362157753362556,61.43873190895813,42.10037265021343,2.811652681987253,4.222439336402522,5.019626003796021,0.41696742404694387,0.6365227964187151,0.648099635576511,0.6561610176362322,0.6495140008957311,e
0.369091,1.0,68.40999839519603,40.17091257556841,36.298142574171735,72.65752120910568,27.44076117782474,69.69430415641791,23.515230224141046,66.2040598447514,22.142572223723075,60.95284835646545,55.166827650885345,2.148168279091296,3.0989130227375936,5.603058590388891,0.4317097784617903,0.6392605942432645,0.6541497840917853,0.659553018635675,0.6519790454562006,e
0.868763,1.0,69.60110530842094,43.115566018055276,36.5624167341786,72.26717893090742,24.90764820575219,73.06999787267922,19.366154637900774,68.4252180430131,20.186242883348392,63.51404526727617,41.78880890369861,4.358855763636323,4.123531145632806,4.5003217075345985,0.41013850023508797,0.6351777046888526,0.6486543212209591,0.6571399110898459,0.6498286203027454,e
0.322769,1.0,71.86837413888757,36.67749729060857,37.025725888637574,73.81834748873885,26.984176227122177,72.3908118053793,22.572210783831192,67.44477708354907,21.205703891837057,62.5702752316589,54.27592826441848,3.2746438744372113,3.858670873249462,5.6967214138652285,0.4383085678205552,0.6335506745877741,0.647455309178466,0.6558110940188501,0.648554011797441,e
0.612815,1.0,70.43544804315184,37.29925825220239,35.07667002124981,72.0315596104622,23.164999406749953,72.8903074273515,18.059290043674643,67.94076260905453,19.036684616179905,63.22954855112158,46.62086520378047,3.9797294411306954,3.35978923197651,4.81276923848357,0.4403674463107306,0.6323137937772821,0.6430331773382489,0.6548325670535299,0.6476482625021809,e
0.423502,1.0,71.79081398990319,37.93463017099896,34.91274330479456,76.54123316956849,24.079851679915222,75.03629526214486,18.68233873006212,70.10443108200512,18.336498708666383,64.44695884573186,51.68311705110763,2.9184641503222286,3.9181938028784646,5.96966213915412,0.4525300395110106,0.6225590642592586,0.6355487941835205,0.6493047083029859,0.6451368292663845,e
0.0,1.0,63.9575855091182,13.694469235722623,86.91690483856526,74.04567505100502,88.77023150023706,73.80214812361373,87.34580100831684,73.47108049741004,84.17252549886257,73.5604696251811,84.33998630236374,7.030717067702908,4.849097426924508,7.512335682758869,0.6951755103318753,0.4392639379261257,0.4498019461560183,0.4427259000887692,0.3958111325437346,a
0.0,1.0,65.49949030293806,15.932788805614416,85.2112807504133,73.5176268252932,87.73638942150122,73.19010033069601,87.23494852777755,73.06671097995945,84.52209137151516,73.22251464013625,85.82247666404997,6.808825048423564,4.14387280005714,7.269391312668463,0.680110440148262,0.44437425298288213,0.4531502613904912,0.44502647417349483,0.39718694995547077,a
0.0,1.0,64.94638022908059,14.371777277489269,87.92002766008426,70.978987732934,90.4997784990522,70.63203603979666,89.71357921032919,70.21744055830507,87.34909254870288,70.27472479392218,87.97910358305576,7.646437610650702,4.833499037110823,7.672628158332364,0.6905207217157946,0.4521892791749849,0.46483524901260664,0.4621064235042759,0.40642614539555494,a
0.0,1.0,67.13933461952269,18.508176449532534,85.89864779860098,67.91858972426856,88.65245892053368,67.6325162566349,88.87692168350272,67.57953652846334,86.72502045670092,67.71735159235347,89.96519359495483,7.169907957834608,4.092137783220918,7.621588342565556,0.6633623207819788,0.4770465691789942,0.4887432852144776,0.4808927119488668,0.4238409365828576,a
0.0,1.0,65.18123828662551,14.187856047736432,87.64217781683732,64.64657599134895,89.48437852161973,64.30203171836095,88.31920004215672,63.73369808138945,85.57042700137931,63.86931005709557,86.37463229855842,7.342237964236941,5.070098209659266,7.3748541746665035,0.6866360030693452,0.49184454866672644,0.5097655232476453,0.5057754593096598,0.4408486769105746,a
0.0,1.0,64.83478680055657,13.571804906912128,88.24358451765677,66.02386793883248,90.35736915523447,65.8546559374563,87.22079883095138,62.19242223514646,84.19666776554439,62.41648603633618,87.09128653617125,7.635148140658239,6.729061535274083,6.611816251996926,0.6936620007658693,0.4819919463516441,0.4983618510910609,0.5160480791736484,0.4450954476589727,a
0.0,1.0,62.73452077166768,20.340582658024452,89.80548683765569,64.10035631725758,91.9920778572968,63.640790230025964,92.04536567666324,63.71347573503788,88.68212916147698,63.842972705917774,86.43576603424529,8.20949598213367,4.4828717965370215,8.629863983349006,0.6735387282830113,0.4849587947227148,0.5038009227730854,0.5003658119066827,0.43537798279801415,a
0.0,1.0,62.32868793364412,20.306386696671765,90.1460326992125,62.54423012429871,92.54138412783993,62.053016666362474,92.19681185490836,61.60936933211902,88.59505854194113,61.63226301727891,86.18411136438944,8.316191738672343,4.7521685944000245,8.781632129114243,0.6771043720996436,0.49322724401045487,0.5142561575397218,0.512092794358521,0.44515884761726604,a
0.0,1.0,63.50262506024724,21.86793570238009,89.61198303633287,59.78624765693276,92.56564306385418,59.63425805864676,93.12932867888286,60.22428727821587,89.35506034338702,60.414190467289345,89.62126947732864,8.362491262487717,4.2988288836467445,9.069485996842118,0.6637875846243485,0.5133962558668815,0.531395561526018,0.5169867426213335,0.4480086008312052,a
0.0,1.0,63.59042398069787,20.384623741504985,90.95268722221485,61.761486915519875,93.05778884466672,61.541847053817776,92.39046731380932,61.11215040138449,88.38426765680717,60.7039639622327,90.77067796174057,8.775749115321481,4.941891450112725,8.968559611960485,0.6741251969496986,0.5000997226011784,0.5182703354631389,0.5168413815693971,0.45160304788834676,a
0.0,1.0,64.37806579448814,23.232253382477534,89.8041790248944,63.47456623204149,92.85318414481134,63.09769356049581,92.8395434504196,63.15543563500313,89.09191146197246,63.08216331492836,92.0059444228801,8.82040110584284,4.327968623327776,9.318294912020768,0.6604658001995009,0.49350973966581846,0.5080369805519819,0.4999447973955422,0.4432699049872583,a
0.0,1.0,65.9452280421244,24.50826214691982,89.3962478752994,63.72659780257024,93.02094678097495,63.354411404420276,91.71994077025107,63.21300403637209,88.54032820427904,63.216041228193966,92.52051019367497,8.636535711334528,5.2469555403312365,8.743844629451312,0.6416280987562871,0.4915458979528934,0.5057855736418059,0.4997772830246562,0.4409225819640319,a
0.0,1.0,68.73775976923261,20.69255173442002,89.4257941618137,61.84955635918596,92.5196676511073,61.60548179530502,92.47101906484374,61.463809389729235,89.34727637069764,61.647820391275246,97.25807654379251,8.504009890196624,4.491762582578194,8.90987161128442,0.6408051829472577,0.5005750310065997,0.5162516259538665,0.5106149299216559,0.44836541150502274,a
0.0,1.0,68.66158037912786,23.13211228824515,89.76809089021484,61.6330620867577,92.7125217260882,61.43096983876354,92.90756990912301,61.411593431306905,89.70224329245141,61.44517036343087,98.08519514834344,8.621779313325392,4.277910212984088,9.017157869551719,0.6296313943632675,0.501632806657503,0.5174310026471458,0.5106216542599863,0.4477270995334871,a
0.0,1.0,68.17076585482002,23.355943116672982,89.32203944625488,61.591049143544424,92.41308485828289,61.30921203022505,93.33849853870271,61.29838107017417,89.64719078998533,61.29565520948024,96.86092630194958,8.523426566035024,3.7448955899895187,9.448795932837722,0.6305688201625628,0.5031741321962923,0.5186841560308452,0.5083136013223468,0.44827033293059765,a
0.0,1.0,64.88875612721453,23.408386408026303,89.46968618746634,61.14183684842574,91.94428352606388,60.76260932003273,92.73885718679469,60.85765889750628,88.8562701513077,60.862867378171025,92.18237472017036,8.321643304309351,3.8021899898046247,9.248749547188984,0.6567918641265102,0.5059180446113561,0.5245071476222679,0.5116138802455981,0.4493599379851146,a
0.0,1.0,68.21221014272595,22.859995462578585,90.03556010813784,59.47014816694692,92.4406746494246,59.02043106965278,93.49096034396236,58.71020912132057,90.07405325754975,58.918085653756584,96.60222770770301,8.471522041302201,3.8444690150315073,9.098121527418277,0.6298381814225911,0.5112151773110565,0.5310985313140135,0.5218058919333295,0.4519119600601439,a
0.0,1.0,65.20628659225983,17.764230005247278,87.48629975059447,59.24343192187025,89.14842298397913,59.004554494175906,87.11064151218842,58.01030233752722,84.37399226728337,57.89112312264146,84.19770466086476,7.515293506207948,5.60804627733082,6.949676038284347,0.6674977628581965,0.5242799891048675,0.5437522614086396,0.5426254146933218,0.4722230466600469,a
0.0,1.0,64.09357632567233,20.43473004032299,89.178333487096,61.641603550881825,89.69175707680863,61.04472417548223,88.89682151730997,61.39661722060199,85.09362490342227,61.46072448000863,86.55110959783867,7.79060131964165,4.701597620658786,7.929594401795601,0.6701486716752371,0.5026905599624797,0.5275419729977897,0.5186107704168411,0.4535834746711352,a
0.0,1.0,63.897427310374134,17.964799636094885,89.72664839485897,60.95857153842462,91.54212319910756,60.56817939518599,91.18664666636404,60.53501847688636,86.76455846282417,60.50965363131751,86.36412951512925,8.035429026543197,4.313044022143562,9.180952117174593,0.6811023573997609,0.5054062086463532,0.5273441609397423,0.5157156095360046,0.45450938054805085,a
0.0,1.0,62.94382095578145,21.021500179503924,89.67763493936873,61.788838604538874,91.52196638242937,61.34099067113066,91.55977369252555,61.417356213926844,87.8048306266052,61.46867074686406,87.61791471127043,8.106383239010752,4.101514886625285,8.8996776298566,0.6800097419110124,0.5013644088179063,0.5220473174599423,0.5097837006831583,0.4478294416938743,a
0.0,1.0,62.441882512460964,23.016585231904013,90.40476171251115,62.4638222554266,92.5895943033457,62.238867752090584,91.78279216838678,61.95969920714279,87.64872780272705,61.74011556056811,89.82012433297417,8.51939028799931,4.679180048116245,9.190270033125689,0.6781759868067158,0.4960419341384348,0.5146092904272,0.5078422754295953,0.44877685276203966,a
0.0,1.0,62.63392385114795,23.1376963087942,90.6198165548752,64.0207593289676,92.88327799360466,63.84615711075534,92.11577367806048,63.28659094552904,88.09621872116033,63.09195923447813,90.15416805916885,8.629614860949614,4.743163859152022,9.084180118266467,0.6732041228980158,0.4870737678191047,0.503971808910896,0.49960854816287914,0.44036144500407315,a
0.0,1.0,63.09509239508574,20.338662888868964,90.68157364007277,66.13652051674772,92.87899749355202,66.0999199977491,91.52138075454266,64.78082415056487,87.7458973155799,64.61700569761155,89.68938133236115,8.578979439145604,5.161894076897213,8.936095777640615,0.684218964463417,0.4751490440058358,0.49063492906278366,0.4923143581402593,0.43517045954621253,a
0.0,1.0,62.55494616214939,17.45166156646997,90.55843613111728,77.46008732058812,92.61858012230668,77.41898901410421,90.76947456611717,76.31918002750648,87.78928491823305,76.23068578011575,87.58245117629994,8.442374311013602,5.70598863608632,8.24280390970859,0.6888423117265478,0.41239572034249755,0.41933479183475186,0.42698029117796676,0.3843702045130705,a
0.0,0.0,76.40005794030175,22.485158054102296,30.73645237077932,3.770166454473987,21.105900708815884,3.7213611032893703,13.868497343334013,3.3058570749972276,27.729252273656602,3.495113932697086,22.236007238884184,4.844356176996648,6.886474715231904,3.449265165470835,0.5717627272412217,1.0,1.0,1.0,0.9094801655803967,b
0.0,0.0,77.09568479366766,20.691603625597082,30.906103609944687,4.610032284127987,20.819492144028874,3.561799033488422,15.34723907927341,2.9488904974784758,28.00593280054796,3.4788575653701237,21.210375193752647,3.8631625823266655,5.881429399530099,4.636704881504344,0.5679517821818166,1.0,1.0,1.0,0.9074527321960459,b
0.0,0.0,79.2299303899134,38.73895353913272,30.71578228500473,3.760917096156601,21.444559199495178,3.4477265409043363,17.26512169045286,3.547018953403175,28.452464777599932,3.8986677511729773,19.50890836737693,5.086260606935006,5.485411691278848,4.801474489607336,0.5138438923882326,1.0,1.0,1.0,0.9068567542865446,b
0.0,0.0,74.79612031347175,28.122975098962986,32.3857151524875,4.4582275482393285,23.691887367177582,3.4787468199831117,22.39698194398687,3.856966052714334,31.61032102696199,3.5296685713831875,20.740744821702954,3.2811758765887453,5.587741035474198,4.309303784354763,0.5685757821277977,1.0,1.0,1.0,0.8967743564589139,b
0.0,0.0,76.6111352292051,21.801494385551226,32.9864402618129,3.9865789510041747,25.237684112178393,3.701880804423206,23.739833338626923,3.8227800185091674,32.24970833501613,3.772967768230221,18.826529694979957,3.8944889348786025,5.310840632851442,4.550038453431725,0.5718236729032493,1.0,1.0,1.0,0.8939484639021059,b
0.0,0.0,75.124121733012,22.839867353742264,32.86613716277339,4.491695417873208,25.28000048239082,3.61431137920022,23.102800336415452,3.0768191784354837,31.930780969249437,3.318851009510588,20.43427957874264,3.7507623674259207,5.299732993410389,4.79662683541624,0.5750173381403804,1.0,1.0,1.0,0.8959640573815111,b
0.0,0.0,74.78822780325905,22.338514558374346,32.48679271460621,4.6736276288560195,25.362749446984,3.896730413014465,22.443965066963187,3.8630412147684825,31.250824949892685,3.743710694378051,20.923450874321773,4.501123973523687,5.4118654359084,5.236420079530534,0.5945671782829587,1.0,1.0,1.0,0.8985922128607018,b
